,username,rating,value,boardgame_id
4484,Stankiem,5,"Would score lower if it was a longer game, but for the 20 minutes it takes to play, it works decently enough.  A game that anyone can play, anyone 5+ will enjoy this.",2223
4485,stan_marsh,N/A,--- Platforms:   - Android,2223
4486,star2pilot,7,"Another classic. I've placed Fluxx in the niche that this used to occupy in my heart, but I'll still jump into a game. ",2223
4487,starbucks4life,8,I play Uno at every gaming convention. At least three times a day.,2223
4488,StarletPhoenix,6,"family staple, high portability. not the most exciting game but it has a place in a child's collection.",2223
4489,Starlost151,6,"Classic family game - 90% luck/10% skill, but kids seem to love it, so if you have kids you will probably end up playing this game. Many people like the ""gotcha!"" aspect of playing cards to hurt other players. Personally, I'm neutral on it, but I can't deny it's appeal to others and don't mind playing it.",2223
4490,starlyric,7,"7 iff ""House Rule'd!"" If original rules, 5. ",2223
4491,starscr3am,4.25,Respect for giving us many many hours of fun and a few days of destroyed friendships. Another classic that rates low because I've discovered better games. But wouldn't turn down if playing a couple of rounds while having casual conversations and drinks.,2223
4492,starspangledgirl,N/A,Have National Parks edition in tin,2223
4493,Starsunsky,5,"[Original edition, Travel edition] {Card; shedding; optimal 4p} A popular family card game. A shedding game with weak tactical options (it's not always the best move to play the largest value of a color). Not a good game for less than 5 people. I prefer to play Uno with more people. It's more fun.  Exciting with house rule: much better player interaction, more hectic, and more sabotages. Rate 6.0 with house rules.  ",2223
4494,Starsunsky,N/A,[Mattel 2017 edition] Vanilla version with special Finding Dory illustration only.,2223
4495,Starsunsky,N/A,"[Mattel 2015 edition] The additional special card, ""Man's Best Friend Card"", lets the player and a chosen opponent discard more card.  Nothing special.  Uno Peanuts Movie",2223
4496,Starsunsky,N/A,"[Mattel 2016 edition] The additional special card, ""Wild Emoji Card"", is for party.  This card forces players to make a funny face until their turn.  If they card do so, they have to draw 4 cards!  Funny  Uno Emoji",2223
4497,Starsunsky,N/A,"[Mattel 2009 Edition] Similar to Pooh and Uno Junior, this game is for kids only with only Draw 2 and Wild card.  Uno Mickey Mouse Clubhouse",2223
4498,Starsunsky,N/A,Uno Hello Kitty Edition,2223
4499,Starsunsky,N/A,"[Mattel 2016 edition] The additional special card, ""Mutated Minion Card"", forces the next player to get a card of particular card into his/her hand.  Not that interesting.  Uno Despicable Me 3  The Mutated Minion Card – When you play this card, choose a color and the next player in order must take cards from the Draw Pile until they draw a card of that color! This card is also a wild card, so you choose the color that resumes play. If this card is turned up at the beginning of play, the person to the left of the dealer chooses the color that begins play.",2223
4500,Starsunsky,N/A,"[Uno Incredibles 2 18 edition] There is no new card but a new ""Hypnotise"" rule.",2223
4501,Starsunsky,N/A,The Stormtrooper Helmet is eye catching.  I love Clone Wars.  The card illustration is just excellent for me.,2223
4502,Starsunsky,N/A,"[Mattel 2019 edition]   Wild Cosmic Crush Card – When you play this card, you take all the cards in your hand and put them at the bottom of the Draw Pile in any order you want. Then, take the same number of cards from the top of the Draw Pile to give yourself a new hand. Play then resumes in current order. This card is also a wild card, so the player who played it chooses a color that resumes play. If this card is turned up at the beginning of play, the person to the left of the dealer chooses the color that begins play.",2223
4503,Starsunsky,N/A,"[Mattel 2019 edition] Disney Lion King.  The special card is ""circle of life"".  Players pass one card around to their left. Nothing special.",2223
4504,Starsunsky,N/A,[Mattel Mandalorian Tin Box 22 edition] Grogu is very cute!  “This is the way wild card” is nothing special.  It only allows a player to dodge the penalty of Draw 2 and Draw 4 cards.,2223
4505,Starsunsky,N/A,[Mattel Star Wars Technical Schematics 22 Edition] Oh My God! The illustration of this edition is damn attractive with all the mechanical ships and robots.  The selection of figures is real good.  I am so glad that I own this edition.  The minor downside is the huge box.,2223
4506,starterdog37,6.5,Family favorite for years.,2223
4507,starvin,5,Every holiday home has it. Great introduction for young players. Skip-Bo probably more enjoyable for older players.,2223
4508,starwarslegokid,5,99 player,2223
4509,Stas,5,Last played : Mar 2017,2223
4510,Stashinator,6,HOW IS IT that this game is never boring? Always time for a game of UNO XD,2223
4511,statto,4,Also for sale,2223
4512,stealthsaint,5,Joseph's. ,2223
4513,stealurface,6,"Childhood Favorite game. With copious amounts of booze, UNO can still bring the pain, but usually try to avoid these days. (Never thought i'd be saying that, thank you BGG). ",2223
4514,Steelman,5,best: 4 best: 5 best: 6,2223
4515,Steeveleo,5,With custom expansion cards.,2223
4516,SteezyStan,6,"It's a fun game - but after a couple rounds we pack it up. Thankfully, not many people our age suggest playing this one. ",2223
4517,StefanS,N/A,"It is basically a Macau (Macao), but unlike Macao's standard two sets of 52s in ""Uno"" each card is clearly depicted what it does. I guess that makes it a perfect contender for introducing younglings to games. ",2223
4518,Stefu,3,A quite lousy and boring cardgame IMO. There&#039;s practically no decision making and it might even last a long time if everyone get the wrong cards.,2223
4519,Stein,4.5,É um joguinho para brincar com a esposa numa tarde preguiçosa. Totalmente despretensioso.,2223
4520,Steiunca79,N/A,PC/ANDROID,2223
4521,stephaniepa,7,"It's my mom's favorite game. I have great memories of playing it with her. Even though I have moved on to more strategic and heavier games, I still like to get out the Uno cards for a quick game with my own daughter.",2223
4522,stephenhanbury,3.5,Original,2223
4523,stephenq,5,"Uno is much better as a two player game. Then you can actually play with some strategy. (I rate it a 7 with two players).  With more players, it's nearly entirely random. And it amazes me how many people play it without employing the rules (especially scoring). I rate it a 3 with multiple players.",2223
4524,stephenstover,7,Godd firzxst pass at ,2223
4525,stephenwblam,N/A,New Ghostbusters edition,2223
4526,stephenwblam,N/A,Vintage edition,2223
4527,stephenwblam,N/A,Mini edition,2223
4528,stephenwblam,N/A,Regular edition,2223
4529,stephenwblam,N/A,Regular version,2223
4530,stephen_the_geek,6,It's Uno.  I play this with my kids.,2223
4531,Sterling Wright,N/A,6 Top,2223
4532,stev4uth,5,If people really logged everytime they played this BGG would probably shut down.,2223
4533,Steve Be,5,Don't mind playing this with the kids or as a filler. Can even get exciting sometimes. Gosh!,2223
4534,Steve Leach,2,I don't like this game. I often grumble when the kids want to play it. ,2223
4535,Steveack,10,A classic. Everyone loves this game.,2223
4536,SteveBl,3,Who hasn't played Uno? Not a lot of decisions to be made but it can be fun (especially with kids since it's so easy).,2223
4537,SteveK2,6,My kids like it. It's OK. I'd certainly much rather play this than something like Fluxx.,2223
4538,stevenwall,5,"For a player with any modicum of experience the decisions should be algorithmic, and for those 50-50 ones, hey. it's down to chance anyway. That said, there is something almost soothing about the lack of decisions and this game is popular with my non-gaming family members. Everyone from a child to granny can play it so it does occasionally get some table time.",2223
4539,steveoliverc,N/A,Great with young kids.  Prefer to play Boom-O because of the theme and it plays faster.  I would rate this higher because the kids like it so much but it really does drag on and the luck of the draw is just too much and prevents any serious play.,2223
4540,StewartTame,8,One of the best card games ever.  I learned this one at my mother's knee ...,2223
4541,Stexe,3.25,Almost no strategy or decisions to be made at all. The only fun comes in the tension of going out and setting up a play to get your last card out.,2223
4542,stiltr01,4,"A fairly dull exercise in hand management, but it can be played with young children.",2223
4543,Stinger8414,7,Classic... gotta keep it,2223
4544,stirbad,6,"Decently fun with a bit of strategy involved. Easy to learn, which strengthens its appeal.",2223
4545,StitzL,4,"After being forced to play this throughout my whole youth at boring family gatherings, I am cured of UNO for once and all. Will not play this boring timewaster unless forced at gunpoint.",2223
4546,stoerenfried,5,"Sometimes I have to play this game, and I will play it with my kids for the sake of playing a game with them - and have a good time!",2223
4547,StoppedFerret,6,"It's UNO. Everyone's favorite version of Crazy 8s because you don't have to remember that the 8s are wild, Jacks do reverse, Aces skip, and the other cards are just there.  Also, +2s stack. ",2223
4548,Stormarov45,5,Same old One.,2223
4549,Stormfury,6,Fun and easy to play.,2223
4550,Stormparkiet,4,Too simple mainstream card game.,2223
4551,stotes221,6,Spicy uno only,2223
4552,strahd,N/A,deluxe edition,2223
4553,strangeb,7,Classic card game fun for the whole family.,2223
4554,Strangelander,4,Sick of this one.,2223
4555,stray_flux,2,"Very Similar to Crazy Eights except every one can agree on the rules.  I enjoyed this as a child, but I don't really like the scoring rules.  Fun for kids. (amf) ",2223
4556,Streeling,N/A,[ITA],2223
4557,strider88,5,Played dozens of times growing up.,2223
4558,strike_a_board,5,Only play it for the kids.,2223
4559,Strogonoffre,6,"""FAIR"" Has some worth when there are (young) children around. Even then, the ""take that"" element may spoil the experience.",2223
4560,StudebacherHoch,1,ohno,2223
4561,StuffyMcGee,4,Boring but keeping for kids.,2223
4562,Sturmo,N/A,E,2223
4563,Sturmo,N/A,Theya vzw,2223
4564,stu_1977_SEmelb,4,Digital: Mattel,2223
4565,suavez,N/A,Buda,2223
4566,Subaru77,4,"Gyerekekkel el lehet vele ""bohóckodni"" pár kör erejéig, de ennél többet nem tud. Számtalan jobb játék van ebben a kategóriában.",2223
4567,sudokou,5,50th Anniversary Edition.,2223
4568,SueTony,5,Great for kids!,2223
4569,sulu42,N/A,4/5/6,2223
4570,sundaysilence,4,Silly knock of an old English game called crazy eights and probably others as well. There's actually a little bit of strategy  and it's not too long but it just annoys me. ,2223
4571,SunflowerEm,8,"I play the basic version with my 4-year old ALL.THE.TIME right now, which is bearable for me and reinforces number/color understanding and gameplay basics for him. The rest of the time, I prefer playing with our house rules ""CRAZY"" UNO: -Play out of turn at any time, with the same color and number card.  Can lead to stacking multiple Draw 2's, Draw 4's, Reverses, Skips, etc., and the total effects cumulate.  Play picks up after the person who jumped in. -Slap all 3's.  If you're the last to slap, draw 2. -If you play a 7, you must trade hands with another player of your choice. -If you play a 0, everyone trades hands in the direction of play. -The winner of a round gets to make up a new rule.",2223
4572,sunshinelock,7,Good playing with a group of people.,2223
4573,sun_girl_dog,8,"Played this for years, usually at Christmas with the family.",2223
4574,supafreak,N/A,4,2223
4575,superbgg,2.9,Classic game - but there are much better ones to play!,2223
4576,SuperEpicRock,7,"Best when played in the ""Spicy"" variation Rating implies that",2223
4577,SuperGeekBoy,6,Okay game but not so fun. :( Don't really like it that much.,2223
4578,Superhawk2300,N/A,0603,2223
4579,Superjero,4.5,"I used to play it during travels long time ago. Right now I would not like to play it, but if I would, probably no more than one or two rounds. ",2223
4580,SuperMegaGeek,7,It's a classic.  Traditional rules make it a lot better than the often simplified home rules.,2223
4581,SuperZook,7,"Great family game or game to play when camping.  You can play this game over and over with a good group of people and always enjoy it.  To mix things up you can even switch players around where they sit so you aren't always forcing the same person (or being forced by the same person) to draw extra cards.  It's a lot of fun too when you catch someone who forgot to say ""Uno"" when they went down to 1 card.",2223
